score,comment,timestamp,taste,speed,service
5,四季豆炒肉很好吃，米饭也挺好吃的,2025/3/8 0:00,0.8,0.0,0.0
5,好吃好好吃，真的好香,2025/3/8 0:00,0.9,0.0,0.0
5,还是流心蛋蛋非常好吃下回继续来,2025/3/8 0:00,0.9,0.0,0.0
5,食物的温度保持得恰到好处，送到时还能感受到热气腾腾的美味。,2025/3/7 0:00,0.8,0.6,0.7
5,食物的色香味俱全，商家的厨艺简直一流。每次品尝都像是在享受一场美食盛宴。,2025/3/7 0:00,1.0,0.0,0.0
5,外卖小哥服务周到，送餐迅速！食物包装精美，味道满意。强烈推荐！,2025/3/7 0:00,0.8,0.9,0.9
5,饭菜分量多 干净卫生 又好吃 喜欢的赶紧入手吧,2025/3/7 0:00,0.9,0.0,0.7
5,#烟笋炒肉＋木桶饭#味道也还可以了，份量真的也还可以了，真的是好吃不贵了，感谢老板了，谢谢,2025/3/7 0:00,0.6,0.0,0.4
5,#【爆款主打】四季豆炒肉＋木桶饭#味道十分不错，好吃不贵，值得推荐,2025/3/7 0:00,0.8,0.0,0.0
5,不得不说，这次点的外卖是我近期吃过最棒的！色香味俱全。,2025/3/7 0:00,0.9,0.0,0.0
5,这家店我已经回购很多次了，包括周围的朋友都被自己疯狂安利，送货速度很快，不到30分钟就送到了，五分好评走起，下次继续吃，真的超满足,2025/3/6 0:00,0.9,0.85,0.8
5,味道还不错 饭都全部吃完了,2025/3/6 0:00,0.6,0.0,0.0
5,#【单人套餐】腐竹红烧肉+米饭+饮料（亏本冲销量）#好吃分量很多腐竹很入味,2025/3/6 0:00,0.8,0.0,0.0
5,很好吃，牛肉很嫩，辣椒也很得劲，份量多，吃的很巴适，爱了#野山椒牛肉+米饭（送饮料）#,2025/3/6 0:00,0.9,0.0,0.0
5,#【特色味道】香干腊肉＋木桶饭#湘菜性价比很高，也很好吃，建议大家都试试。,2025/3/6 0:00,0.9,0.0,0.0
5,#青椒鸡蛋＋木桶饭# #青椒鸡蛋＋木桶饭#非常好吃的木桶饭，大家可以尝一尝。,2025/3/5 0:00,0.9,0.0,0.0
5,味道可以，量也多,2025/3/5 0:00,0.6,0.0,0.0
5,#绝味啤酒鸭+米饭（味很地道）# #绝味啤酒鸭+米饭（味很地道）#第一次尝试 ，适合重口味人士，整体很下饭,2025/3/5 0:00,0.8,0.0,0.0
5,好吃，好开胃,2025/3/5 0:00,0.8,0.0,0.0
1,难吃就算了，还那么贵！那么贵就算了，还那么难看！这卖相跟隔夜菜是的！人生中第一次给差评！,2025/3/4 0:00,-0.9,0.0,-0.3
4,感觉不错，好吃,2025/3/1 0:00,0.8,0.0,0.0
1,备注的西门放在南门还没个电话小票上地址没显示西门不能全怪骑手但是我发消息没反应还是自己找的外卖,2025/2/18 0:00,0.0,-0.6,-0.7
5,很美味,2025/1/20 0:00,0.9,0.0,0.0
4,味道还可以，米饭也不错,2025/1/16 0:00,0.6,0.0,0.0
5,可以#【单人套餐】腐竹红烧肉+米饭+饮料（亏本冲销量）#,2025/1/13 0:00,0.6,0.0,0.0
2,少吃 看这肉反光,2025/1/10 0:00,-0.6,0.0,0.0
5,好吃,2025/1/2 0:00,0.8,0.0,0.0
5,老客户了,2024/12/29 0:00,0.0,0.0,0.0
5,好吃??每天点,2024/12/29 0:00,0.9,0.5,0.5
1,很失望,2024/12/26 0:00,-0.6,-0.5,-0.5
4,挺好的挺好??,2024/12/24 0:00,0.6,0.5,0.5
5,奈斯，额外加了火腿肠，好吃,2024/12/20 0:00,0.8,0.0,0.5
5,是我的宝藏外卖店了。老板人很好，基本要求都可以满足，也因为是现炒经常点他家，今天是第18次点这家外卖了,2024/12/20 0:00,0.8,0.5,0.9
5,份量很足啊，好好吃，米饭软硬也适中，下次还点，吃太快忘记拍个照了,2024/12/20 0:00,0.9,0.0,0.0
5,好吃，现炒,2024/12/20 0:00,0.9,0.3,0.2
4,天天点这道菜 饭和菜已吃干净！,2024/12/19 0:00,0.9,0.5,0.5
5,经常点  好吃 看着也有食欲,2024/12/16 0:00,0.9,0.0,0.0
4,味道好，值得推荐。就是饭比较少不怎么够呢，如果在点一份饭又是不下。希望饭多打个两勺就够吃了。味道好，好吃是主要,2024/12/6 0:00,0.9,0.0,-0.3
5,可以,2024/11/24 0:00,0.0,0.0,0.0
1,全是骨头，没有一块肉,2024/11/21 0:00,-0.8,0.0,0.0
5,不错,2024/11/17 0:00,0.6,0.5,0.5
2,今天的份量只有平时的一半，差评。 要做就好好就，一个菜炒得稀烂！,2024/11/13 0:00,-0.8,0.0,-0.6
5,#农家一碗香＋米饭#味道不错好吃，分量很足,2024/11/12 0:00,0.8,0.0,0.0
5,经常点这家，分量足，味道很不错,2024/11/12 0:00,0.8,0.0,0.0
5,#土豆片排骨+米饭#,2024/11/12 0:00,0.0,0.0,0.0
5,外卖超美味，量足且配送神速,2024/11/12 0:00,0.9,0.95,0.8
5,这家外卖的卫生无可指摘，食物美味得超乎想象，真是一次完美的用餐体验！,2024/11/12 0:00,1.0,0.0,0.5
5,#香干腊肉+米饭#很好很不错,2024/11/11 0:00,0.8,0.0,0.0
5,味道很好，不是第一次点了，真的好吃，分量大#冬菇滑鸡+米饭# #小碗福利 | 酸辣土豆丝（限购一份）#,2024/11/11 0:00,0.9,0.0,0.0
5,量大管饱，还有一碗豆腐，价格真的美丽,2024/11/11 0:00,0.6,0.0,0.4
5,#农家一碗香＋米饭#老板人太实在了，给的份量非常足，味道也是大众口味，性价比超高，以后就是非常想点这一家了。味道好极了，份量也多，我觉得特别棒，值得推荐给大家，下次还会点的。玫瑰玫瑰玫瑰玫瑰玫瑰#小碗福利 | 酸辣土豆丝（限购一份）#,2024/11/10 0:00,0.9,0.0,0.7
5,可以,2024/11/10 0:00,0.0,0.0,0.0
5,#烟笋炒肉+米饭#分量很多也很好吃！！！感觉有点辣辣的更好吃了，对江西人很友好??,2024/11/10 0:00,0.9,0.0,0.0
